,dataset,algorithm,random_state,process_time,training time (s),target_noise,feature_noise,model_size,mse_train,mae_train,r2_train,mse_test,mae_test,r2_test
661,1203_BNG_pwLinear,SHM-GP,11964,28588.960138643,28634.220734119415,0.0,0.0,59,7.8534749972690365,2.038330218658054,0.607474931597819,8.081667636970437,2.0664637365449954,0.5975749664822223
662,1203_BNG_pwLinear,SHM-GP,15795,29308.569130021,29347.839215040207,0.0,0.0,66,7.762835590470591,2.0248464932478463,0.6155270263082766,7.895760715925753,2.0507518634142037,0.603933065837837
663,1203_BNG_pwLinear,SHM-GP,21575,28959.415014289,28997.880700826645,0.0,0.0,72,7.973294654529968,2.049461013587973,0.5932685996141674,8.093897637203595,2.0791936678958174,0.5992964415559394
664,1203_BNG_pwLinear,SHM-GP,22118,34537.149994978,34578.264835596085,0.0,0.0,102,7.972855366960616,2.0806016242477297,0.6012426135891136,8.092199313694808,2.090754981144869,0.5944086569563245
665,1203_BNG_pwLinear,SHM-GP,23654,39734.407631732,39785.28193616867,0.0,0.0,68,7.837538989940449,2.045906451215223,0.611937816405774,7.88573419561384,2.039963444429844,0.6065301508223548
666,1203_BNG_pwLinear,SHM-GP,29802,29165.776699954997,29195.55673456192,0.0,0.0,115,7.965652458463362,2.0659790698436598,0.603341162103414,7.902273153176748,2.0611410855405956,0.6012971305587528
667,1203_BNG_pwLinear,SHM-GP,5390,29678.272719891,29713.09038758278,0.0,0.0,62,8.171393304574949,2.0796247871637403,0.6005130558015994,7.9886299019377525,2.0602428619541473,0.5980072272404122
668,1203_BNG_pwLinear,SHM-GP,6265,29555.182399786,29592.518451452255,0.0,0.0,68,7.9131007206251915,2.0700770613415176,0.6092942275782506,7.999310686007873,2.079727062582713,0.6012083772952169
669,1203_BNG_pwLinear,SHM-GP,860,29785.707739513,29816.30779647827,0.0,0.0,67,7.91462807511846,2.0556703651933783,0.6127703847293782,8.050753506848084,2.0650245764252513,0.5972581508479629
720,1595_poker,SHM-GP,11284,49208.601039034,49248.23879241943,0.0,0.0,226,0.24217609795550965,0.2900201885136959,0.5972401710200044,0.2393254107492304,0.2909304925693334,0.603285580768119
721,1595_poker,SHM-GP,11964,52442.413469583,52483.15669798851,0.0,0.0,220,0.1905722764596469,0.198849248439917,0.6894904106610176,0.18195058465196412,0.19515459537098495,0.6975930830350026
722,1595_poker,SHM-GP,15795,58888.857702431,58976.52904987335,0.0,0.0,282,0.20359688596715583,0.28494398597000953,0.6417039252759715,0.23069523533790812,0.29165503355458805,0.6126685042225263
723,1595_poker,SHM-GP,21575,46208.369307633,46230.36817288399,0.0,0.0,227,0.25794972267587934,0.3198908005816953,0.5828965934849569,0.253708268054693,0.3171527446098476,0.5776628096743899
724,1595_poker,SHM-GP,22118,57658.948219994,57698.31670808792,0.0,0.0,218,0.20740272496731182,0.2761285255305521,0.6574943657947259,0.20823937521142716,0.274489363400314,0.647018251757391
725,1595_poker,SHM-GP,23654,50652.677673275,50694.85659646988,0.0,0.0,182,0.26513837243357397,0.32574031079602644,0.5582084775011963,0.24552292548720467,0.320937608254592,0.5893015854762054
726,1595_poker,SHM-GP,29802,52883.345242931005,52925.665731191635,0.0,0.0,156,0.2690848226237318,0.3229544350289141,0.549519878253129,0.2545011173340815,0.3252220848723212,0.5749907891121229
727,1595_poker,SHM-GP,5390,43139.537083497,43176.98790860176,0.0,0.0,244,0.19867346092875285,0.23684020551273574,0.6744656817994047,0.18827879890399993,0.23566302129394792,0.6850599049502426
728,1595_poker,SHM-GP,6265,46431.958873069,46459.63350725174,0.0,0.0,169,0.22442016222125244,0.2865514146850807,0.6244948165175237,0.21307336224815512,0.28609464123257977,0.6457114913794002
729,1595_poker,SHM-GP,860,49012.582028737,49051.5359082222,0.0,0.0,270,0.1908045126572756,0.2423215171385934,0.678175012356108,0.19408947744190433,0.24297008188726038,0.6760809393938931
780,192_vineyard,SHM-GP,11284,10792.280256184,10902.683070659637,0.0,0.0,77,1.8292077359375538,1.0755967159952842,0.9043711773437472,9.275286783244859,2.652755923059265,0.4927108523079673
781,192_vineyard,SHM-GP,11964,11386.336911946,11451.02598810196,0.0,0.0,109,2.4369809299418974,1.2108410238296283,0.8612703559540533,9.82414553881485,2.671995504121323,0.5450662841321524
782,192_vineyard,SHM-GP,15795,11374.763421914,11385.451065778732,0.0,0.0,58,1.9311455094371501,1.1272258734365561,0.9123594712858748,8.944547945618629,2.5815580878401736,0.0171465521394355
783,192_vineyard,SHM-GP,21575,11871.840182313,11954.211996793747,0.0,0.0,97,1.5223339711298054,1.024736575053632,0.9249503291438802,11.798686910557889,2.9787962667553356,0.18496705992876217
784,192_vineyard,SHM-GP,22118,11368.501344302,11378.375069618225,0.0,0.0,98,1.2544950937925066,0.8743959344744622,0.902197030284815,26.704193487031205,3.5673006434768664,0.2446215249295719
785,192_vineyard,SHM-GP,23654,11304.308172984,11333.40178346634,0.0,0.0,89,2.191779430482856,1.0743721141749232,0.8718597588497684,7.720855948339468,2.250387948524472,0.6834486522878773
786,192_vineyard,SHM-GP,29802,11429.393762811998,11438.218190431595,0.0,0.0,140,1.3694355915211573,0.9191117237023585,0.9278170385811034,11.187404957433124,2.972879350339636,0.3990237006337578
787,192_vineyard,SHM-GP,5390,11292.791314102,11345.02292919159,0.0,0.0,115,2.0542643269636263,1.1597946910814123,0.9053816022011757,9.823529697098753,2.7174118007381503,0.07459502853417543
